ano,estado,municipio,diasemchuva,precipitacao,riscofogo,frp,fococalor,indrisco,indriscocat,IPS Amazônia,Media IPS,Ranking IPS,Necessidades Humanas Básicas,Fundamentos para o Bem-Estar,Oportunidades,Nutrição e cuidados médicos básicos,Água e saneamento,Moradia,Segurança pessoal,Acesso ao conhecimento básico,Acesso à informação e comunicação,Saúde e bem-estar,Qualidade do meio ambiente,Direitos individuais,Liberdade individual e de escolha,Tolerância e inclusão,Acesso à educação superior,Mortalidade infantil até 5 anos,Mortalidade materna,Mortalidade por desnutrição,Mortalidade por doenças infecciosas,Subnutrição,Abastecimento de água,Esgotamento sanitário,Índice de atendimento de agua,Coleta de lixo,Moradias com iluminação adequada,Moradias com parede adequada,Moradias com piso adequado,Assassinatos de jovens,Assassinatos de jovens Taxa,Homicídios,Homicídios Taxa,Mortes por acidente no trânsito,Abandono escolar ensino fundamental,Distorção idade-série ensino fundamental,Distorção idade-série ensino médio,Qualidade da educação Ideb ensino fundamental,Reprovação escolar ensino fundamental,Densidade internet banda-larga,Densidade telefonia fixa,Densidade telefonia movel,Densidade TV por assinatura,Mortalidade por diabetes mellitus,Mortalidade por câncer,Mortalidade por doenças circulatórias,Mortalidade por doenças respiratórias,Mortalidade por suicídios,Áreas Protegidas,Desmatamento acumulado,Desmatamento recente,Emissões CO2,Focos de calor por habitantes,Diversidade Partidária,Transporte Público,"Acesso à cultura, esporte e lazer",Gravidez na infância e adolescência,Trabalho Infantil,Vulnerabilidade familiar,Violência contra indígenas,Violência contra indígenas Taxa,Violência contra mulheres,Violência infantil,Violência infantil Taxa,Empregos ensino superior,Mulheres com empregos ensino superior
2021,PARA,CUMARU DO NORTE,41.5,1.05,0.86,8.55,24103,20874.53,Q4,54.14,54.59,406,65.47,50.37,46.56,89.59,49.72,73.84,48.73,47.44,5.34,91.01,57.69,24.19,57.89,91.98,12.2,30.0,0.0,7.42,500.0,4.49,55.93,26.94,51.16,47.28,58.56,93.68,84.44,55.65,6.0,39.59,5.0,12.37,7.2,31.0,46.9,3.8,4.4,0.31,0.5,29.1,7.06,7.42,22.27,44.53,37.11,7.59,23.77,43.81,1.9,356.27,61.77,66.67,1.53,2.0,27.5,2.28,15.0,0.25,2.0,0.0,0.0,1.0,18.11,11.21
2021,PARA,CURIONOPOLIS,7.8,0.61,0.75,4.93,1375,1040.55,Q3,57.0,54.59,189,68.85,55.3,46.85,84.77,61.84,89.42,39.39,67.21,19.53,83.0,51.45,28.68,62.26,87.16,9.3,22.44,11.14,33.47,287.65,4.87,67.04,27.67,68.75,71.81,95.27,92.54,93.1,157.1,6.0,89.24,6.0,29.75,0.9,19.6,46.7,4.9,5.4,3.22,3.6,76.37,41.07,22.31,55.78,184.06,27.89,5.58,0.0,87.21,0.36,49.64,1.51,45.45,8.63,4.0,23.08,26.46,32.05,0.0,1.0,35.43,6.83,2.0,15.78,7.36
2021,PARA,CURRALINHO,1.9,2.11,0.24,8.74,1219,300.39,Q2,53.79,54.59,438,65.78,48.76,46.82,88.81,24.93,70.54,78.84,19.48,5.65,91.1,78.81,20.83,54.13,99.78,12.55,32.9,2.9,5.81,572.25,3.73,15.3,0.79,45.12,24.62,43.81,98.43,94.77,10.04,4.0,3.87,2.0,0.0,4.9,47.3,65.9,2.6,24.9,2.05,0.75,25.41,8.1,8.71,23.22,55.16,37.74,2.9,33.91,6.19,1.25,4.63,4.77,63.64,0.06,3.0,30.19,55.07,22.75,0.0,1.0,2.11,0.0,1.0,20.0,10.71
2021,PARA,CURUA,2.3,1.93,0.17,9.43,1787,322.97,Q2,58.12,54.59,133,74.76,51.77,47.83,91.15,62.2,69.74,75.97,58.04,4.7,82.91,61.43,26.02,57.2,100.0,8.11,25.1,0.0,6.95,0.0,6.76,77.27,0.58,68.1,31.17,76.78,78.5,80.49,16.38,4.0,4.63,2.0,13.9,2.9,22.8,42.3,4.0,7.0,0.44,0.29,31.28,1.9,41.69,20.84,104.22,62.53,6.95,0.0,26.2,6.84,66.58,7.75,77.78,0.41,2.0,25.52,1.35,30.96,0.0,1.0,0.0,0.0,1.0,12.3,7.3
2021,PARA,CURUCA,4.9,1.39,0.36,8.98,470,175.1,Q1,54.67,54.59,350,71.85,51.82,40.34,88.89,77.51,78.22,42.78,48.07,9.68,76.9,72.65,19.37,57.92,76.7,7.39,14.6,2.5,29.95,206.49,5.12,84.57,76.48,69.79,66.78,73.92,81.72,85.49,105.58,6.0,46.59,6.0,13.31,1.4,34.6,58.5,3.95,12.2,7.25,0.92,44.37,7.73,59.9,52.41,152.25,64.89,4.99,37.2,41.66,0.9,7.08,0.32,53.85,1.13,3.0,24.64,28.72,36.31,0.0,1.0,48.15,44.63,3.0,10.76,6.91
2021,PARA,DOM ELISEU,6.9,0.93,0.57,4.41,15211,8872.71,Q4,55.85,54.59,248,69.7,52.73,45.11,94.15,49.86,87.44,47.37,60.67,8.82,87.08,54.34,23.25,59.57,89.88,7.72,5.03,2.53,6.7,167.79,6.4,90.84,22.39,13.06,91.79,94.5,69.19,95.52,55.7,6.0,28.47,5.0,18.98,2.4,23.0,53.0,5.05,8.0,4.07,1.63,40.1,9.68,25.12,40.19,130.61,21.77,1.67,0.0,66.92,1.42,87.86,5.84,60.0,2.3,2.0,22.32,1.46,30.7,0.0,1.0,9.44,4.06,2.0,11.29,7.2
2021,PARA,ELDORADO DOS CARAJAS,5.7,0.74,0.78,4.85,2635,2074.05,Q3,51.78,54.59,601,62.67,49.89,42.78,87.4,45.16,79.93,38.2,52.62,9.06,87.36,50.53,21.86,50.54,88.9,9.83,24.84,5.23,11.83,414.08,7.76,28.65,68.2,55.47,47.36,76.71,94.23,89.9,81.74,6.0,51.27,6.0,35.49,4.4,28.2,48.1,4.2,7.6,0.87,0.86,48.25,12.25,17.75,53.24,76.9,26.62,7.89,0.01,93.31,0.37,32.51,1.47,53.85,2.68,2.0,27.12,84.17,34.16,0.0,1.0,18.81,13.6,2.0,13.96,9.41
2021,PARA,FARO,3.2,0.56,0.28,11.45,1055,301.25,Q2,60.85,54.59,52,79.58,57.99,44.97,85.47,72.28,87.48,73.08,55.71,2.98,77.47,95.81,22.19,53.39,89.87,14.44,24.19,13.9,13.9,806.45,4.77,82.47,35.67,74.37,74.66,89.54,97.66,84.81,16.84,4.0,9.27,3.0,0.0,4.2,24.7,35.2,3.9,8.1,2.1,0.6,14.85,0.87,27.8,55.6,208.51,55.6,13.9,92.91,2.15,2.24,40.65,6.51,66.67,0.28,2.0,30.65,1.52,31.45,0.0,1.0,9.55,14.45,2.0,20.85,13.62
2021,PARA,FLORESTA DO ARAGUAIA,8.6,1.11,0.77,4.98,5993,4691.93,Q4,53.12,54.59,488,60.94,53.38,45.04,91.23,37.65,77.5,37.39,56.48,10.4,88.61,58.04,19.89,47.73,100.0,12.53,11.56,0.0,17.24,289.02,6.47,55.34,37.45,17.38,47.96,78.86,84.06,88.95,142.85,6.0,90.29,6.0,39.4,2.9,26.6,48.3,4.1,5.8,9.74,0.93,40.92,10.25,14.78,14.78,128.05,24.63,9.85,0.08,56.07,0.35,32.09,7.84,54.55,1.32,2.0,32.95,88.59,21.68,0.0,1.0,0.0,0.0,1.0,17.34,12.26
2021,PARA,GARRAFAO DO NORTE,2.1,2.65,0.27,12.0,2629,743.39,Q3,49.97,54.59,700,59.27,47.85,42.8,93.56,42.76,59.19,41.57,46.33,6.99,86.18,51.9,17.2,49.64,89.48,14.86,8.21,0.0,17.92,0.0,4.74,24.28,17.02,73.74,41.59,70.26,51.44,68.5,82.11,6.0,63.94,6.0,19.18,3.4,38.1,54.4,4.25,11.8,6.4,1.07,32.4,2.27,38.36,46.04,92.07,23.02,3.84,0.67,89.84,0.17,11.13,2.6,45.45,1.49,2.0,26.08,109.14,35.11,0.0,1.0,13.31,8.51,2.0,19.8,15.0
2021,PARA,GOIANESIA DO PARA,4.5,1.51,0.56,5.05,11660,6608.4,Q4,49.67,54.59,711,57.35,48.62,43.05,90.71,25.2,73.38,40.09,40.74,8.0,89.41,56.34,15.77,54.66,89.79,11.97,23.3,2.47,7.41,179.21,5.91,14.79,74.24,18.67,65.21,75.31,62.69,86.45,65.46,6.0,42.0,6.0,26.35,4.1,32.3,60.2,3.95,16.5,5.85,0.69,35.3,7.83,24.71,39.53,91.41,12.35,2.47,0.03,56.55,2.27,83.69,5.48,38.46,2.02,1.0,23.12,3.09,43.37,0.0,1.0,10.33,5.96,2.0,16.83,11.56
2021,PARA,GURUPA,2.4,2.29,0.16,11.09,838,138.28,Q1,51.97,54.59,587,67.39,46.03,42.48,92.78,36.62,72.64,67.53,18.03,5.58,88.31,72.21,14.94,58.28,90.19,6.51,14.21,3.0,11.98,139.03,3.74,38.35,27.03,38.25,36.22,44.85,97.06,94.85,37.25,5.0,7.99,3.0,2.0,9.9,48.9,71.4,3.25,17.0,1.03,0.44,18.97,15.21,17.98,29.96,86.89,38.95,3.0,16.32,1.54,8.57,11.17,2.46,45.45,0.09,5.0,32.04,24.69,32.3,0.0,1.0,6.53,2.86,2.0,10.01,5.78
2021,PARA,IGARAPE-ACU,3.0,1.32,0.26,10.77,648,172.78,Q1,50.84,54.59,660,71.82,46.16,34.55,92.27,66.49,80.6,47.92,48.45,11.08,72.64,52.47,21.34,61.25,48.84,6.77,12.57,0.0,18.04,170.85,4.45,78.46,11.34,73.52,78.59,84.29,74.03,84.86,65.41,6.0,25.77,5.0,16.32,3.1,33.2,47.2,3.6,10.0,9.1,1.45,43.21,12.28,59.27,82.46,180.38,74.73,5.15,0.01,87.18,0.03,7.62,0.85,30.77,7.05,3.0,23.34,3.17,30.34,13.89,4.0,84.39,52.59,3.0,9.3,6.67
2021,PARA,IGARAPE-MIRI,3.2,1.85,0.19,8.6,1409,287.59,Q2,49.55,54.59,714,54.53,50.61,43.5,92.49,11.75,69.13,44.76,42.74,9.14,85.35,65.21,17.44,62.74,87.1,6.7,14.86,1.59,12.76,87.41,4.77,16.85,8.29,7.18,41.56,38.75,90.32,90.71,114.48,6.0,47.32,6.0,3.72,3.4,36.6,50.7,3.85,16.0,3.21,0.84,44.7,11.47,19.14,46.25,122.81,41.47,3.19,0.0,24.73,0.62,11.32,1.52,46.67,1.4,5.0,25.52,34.06,30.24,0.0,1.0,36.04,14.21,2.0,9.52,6.41
2021,PARA,INHANGAPI,1.6,2.71,0.1,8.01,288,30.28,Q1,51.11,54.59,643,61.45,46.39,45.5,86.43,44.79,72.59,42.0,44.11,6.44,79.03,55.99,23.39,60.23,89.02,9.34,24.69,8.65,14.42,617.28,6.03,60.3,52.81,23.91,49.18,59.9,90.39,81.03,124.51,6.0,54.08,6.0,17.08,3.5,32.5,61.7,3.85,11.9,2.46,1.26,36.32,2.33,42.69,85.39,128.08,25.62,17.08,0.0,69.33,0.17,15.15,0.84,55.56,3.29,3.0,25.93,18.24,17.28,0.0,1.0,17.64,21.59,2.0,12.64,9.31
2021,PARA,IPIXUNA DO PARA,7.4,1.48,0.42,6.73,8977,3846.67,Q4,55.62,54.59,267,69.85,51.15,45.86,91.52,66.92,72.02,48.92,45.38,5.61,94.76,58.85,25.89,59.75,90.05,7.74,20.25,1.56,9.37,155.76,5.36,74.7,51.59,63.75,59.22,59.92,85.46,77.3,43.02,6.0,28.62,5.0,11.45,2.8,35.7,65.6,4.4,12.7,1.35,1.37,22.19,10.0,6.24,21.86,51.52,7.81,1.56,3.58,53.7,1.54,56.98,3.95,72.73,1.36,3.0,25.55,0.24,30.84,0.0,1.0,7.8,7.33,2.0,11.1,7.34
2021,PARA,IRITUIA,1.9,2.64,0.13,9.05,1701,245.81,Q2,52.01,54.59,584,65.63,46.71,43.68,92.45,56.17,69.4,44.52,48.27,7.41,79.08,52.08,18.63,59.96,86.24,9.89,21.93,3.07,3.07,238.1,3.74,66.25,17.41,59.2,33.18,69.0,79.96,82.8,65.91,6.0,27.65,5.0,32.77,1.3,29.8,57.0,3.7,13.3,2.78,0.49,43.36,3.97,30.72,70.66,184.33,46.08,6.14,0.0,88.08,0.08,12.68,2.55,46.15,2.24,3.0,22.37,20.72,37.06,0.0,1.0,44.27,3.63,2.0,12.66,10.29
2021,PARA,ITAITUBA,11.4,1.25,0.54,8.87,26153,14496.03,Q4,53.0,54.59,504,55.81,57.02,46.16,89.4,13.83,82.97,37.03,49.75,17.75,75.1,85.5,16.98,64.36,90.03,13.25,19.5,0.99,22.72,127.17,5.83,17.42,17.0,8.51,82.66,83.06,76.98,88.41,83.12,6.0,74.73,6.0,41.15,3.5,29.4,48.1,4.4,14.5,17.96,4.56,74.29,4.29,53.33,55.31,213.34,44.45,17.78,75.14,9.84,8.81,74.72,19.81,40.0,2.47,4.0,24.54,1.73,19.97,0.0,1.0,8.05,11.47,2.0,19.17,12.47
2021,PARA,ITUPIRANGA,4.6,1.11,0.52,6.79,9796,5231.76,Q4,51.09,54.59,648,59.87,51.28,42.13,91.36,15.0,84.16,48.96,48.25,8.96,87.42,60.48,27.54,57.74,75.21,8.04,17.73,2.51,11.26,161.54,5.56,10.03,45.33,9.29,60.71,85.19,94.51,88.72,64.73,6.0,30.04,5.0,11.26,4.1,31.3,48.6,3.9,10.5,3.67,0.86,48.06,7.0,18.77,24.4,95.74,46.93,3.75,17.61,63.21,1.98,74.25,3.94,69.23,3.09,2.0,25.06,0.68,29.79,0.0,1.0,62.38,47.46,3.0,11.83,7.45
2021,PARA,JACAREACANGA,10.6,1.17,0.69,8.24,17229,12066.19,Q4,46.83,54.59,762,54.39,52.81,33.31,78.7,31.92,67.24,39.68,31.03,31.71,76.91,71.6,19.25,53.13,47.51,13.33,23.81,12.14,60.69,170.07,7.7,19.52,19.24,50.98,38.34,87.42,85.42,53.55,66.19,6.0,101.14,6.0,28.32,4.0,40.7,82.7,3.4,13.9,1.2,2.26,200.55,23.42,24.27,97.1,121.37,48.55,24.27,78.47,3.4,12.95,528.57,131.49,54.55,0.92,1.0,31.12,1.1,12.93,0.6,2.0,250.5,60.98,3.0,19.78,12.26
2021,PARA,JACUNDA,3.6,2.1,0.5,6.2,1329,678.39,Q3,51.17,54.59,640,61.13,50.86,41.51,89.87,22.87,82.45,49.31,51.09,12.34,85.07,54.95,22.45,72.11,64.04,7.44,20.98,6.76,6.76,140.77,7.14,26.82,11.42,22.65,77.11,87.77,71.59,91.31,58.2,6.0,26.48,5.0,9.58,2.4,27.5,49.8,3.9,12.0,7.72,1.21,52.7,15.34,32.12,52.4,133.55,18.6,5.07,0.0,73.92,0.68,12.16,0.58,61.54,1.49,7.0,23.36,2.41,23.78,6.41,3.0,103.03,27.11,2.0,10.13,7.39
2021,PARA,JURUTI,2.6,0.62,0.19,10.21,3832,762.82,Q3,58.46,54.59,117,75.22,55.89,44.27,89.84,60.57,78.56,71.89,62.98,6.82,87.59,66.15,19.2,63.25,85.9,8.71,29.31,4.65,5.18,123.77,5.51,72.72,1.11,69.03,52.68,75.89,93.44,83.47,18.02,4.0,8.05,3.0,5.75,1.4,22.7,49.9,4.75,6.3,4.29,0.45,37.47,2.53,31.07,39.69,60.4,31.07,5.18,0.0,14.82,2.48,32.09,3.39,53.33,1.14,4.0,25.75,5.45,19.98,0.0,1.0,47.52,27.31,2.0,13.43,7.71
2021,PARA,LIMOEIRO DO AJURU,1.5,1.21,0.19,8.41,103,20.33,Q1,52.83,54.59,520,64.35,50.31,43.82,92.69,25.26,67.09,72.36,36.15,6.35,89.23,69.53,15.07,56.55,99.23,4.43,21.32,0.0,6.95,248.76,3.44,33.83,15.4,19.11,26.47,27.82,96.66,96.16,11.46,4.0,6.91,3.0,3.46,4.6,42.6,50.2,3.85,19.5,2.71,0.4,29.74,8.61,10.37,44.93,62.21,34.56,3.5,0.0,5.12,0.32,8.19,0.34,45.45,0.17,4.0,29.21,13.86,46.7,0.0,1.0,7.37,0.0,1.0,5.0,5.0
2021,PARA,MAE DO RIO,1.8,2.75,0.22,8.78,310,70.2,Q1,50.99,54.59,656,60.78,47.96,44.23,85.87,28.25,88.07,40.95,50.62,16.0,74.46,50.75,21.51,54.01,88.6,12.81,21.28,19.95,19.95,177.3,4.59,23.26,49.14,26.1,79.65,89.48,90.52,90.04,130.39,6.0,42.11,6.0,22.17,1.9,32.6,48.4,4.25,14.3,3.41,3.87,75.92,19.68,66.5,76.47,179.54,56.52,3.32,0.0,95.55,0.05,6.48,0.53,45.45,4.17,2.0,28.19,29.16,27.66,0.0,1.0,21.67,19.78,2.0,17.46,12.7
2021,PARA,MAGALHAES BARATA,6.9,1.21,0.44,15.41,585,264.75,Q2,54.07,54.59,413,72.82,51.1,38.29,93.5,70.79,79.72,47.26,49.68,7.11,78.33,69.28,22.04,51.91,73.95,5.25,17.09,0.0,11.7,0.0,3.48,92.62,70.95,45.62,72.25,86.23,75.16,83.42,60.02,6.0,31.2,5.0,19.5,3.1,28.8,60.3,3.95,8.2,1.37,1.18,38.06,7.0,46.79,81.89,140.38,35.1,11.73,34.68,51.67,1.41,19.62,2.57,55.56,2.45,1.0,28.21,4.24,35.9,0.0,1.0,74.51,56.97,3.0,7.49,5.0
2021,PARA,MARABA,6.9,0.98,0.7,5.23,16200,11487.9,Q4,56.78,54.59,198,61.69,63.61,45.03,89.85,30.6,88.92,37.4,66.28,36.76,85.71,65.68,26.43,75.14,59.16,19.39,18.25,1.07,18.61,103.69,6.94,35.37,7.49,33.83,82.26,87.28,90.18,93.18,130.26,6.0,87.11,6.0,39.38,1.5,22.0,39.2,4.7,5.4,11.53,18.83,186.82,4.22,18.61,46.54,101.66,46.54,2.86,27.9,58.38,1.98,23.69,1.45,61.9,3.89,7.0,20.03,4.24,18.56,5.54,3.0,62.45,68.16,3.0,28.86,17.78
2021,PARA,MARACANA,6.0,1.43,0.39,13.14,1288,516.38,Q2,54.76,54.59,341,66.02,52.23,46.03,88.73,50.04,63.38,61.95,50.38,7.36,79.41,71.76,18.07,61.82,99.76,4.46,28.57,0.0,20.37,0.0,5.72,77.04,54.04,17.45,36.82,73.77,63.41,71.85,32.94,5.0,19.23,4.0,1.13,3.4,31.2,54.7,4.15,8.8,1.53,1.09,47.39,1.21,54.29,61.07,135.72,47.5,3.39,34.67,41.04,1.08,13.83,1.86,45.45,2.03,4.0,24.57,16.56,31.71,0.0,1.0,2.34,0.0,1.0,5.09,5.0
2021,PARA,MARAPANIM,4.2,1.38,0.32,10.82,945,312.05,Q2,52.22,54.59,569,65.94,50.05,40.66,90.28,54.02,76.83,42.62,47.34,8.34,78.01,66.53,17.8,57.48,81.25,6.13,9.87,3.57,21.17,325.55,5.88,72.53,50.97,33.88,66.65,74.55,79.81,82.25,92.96,6.0,45.88,6.0,14.12,2.6,31.5,63.5,3.95,10.1,4.47,1.28,39.94,7.17,56.47,52.94,123.52,67.05,5.3,22.69,50.41,0.37,14.61,1.37,45.45,1.86,3.0,25.66,33.68,31.91,0.0,1.0,91.98,38.68,2.0,9.21,5.58
2021,PARA,MARITUBA,2.0,1.1,0.0,8.2,2,0.02,Q1,56.36,54.59,217,67.82,53.84,47.42,89.83,40.85,96.16,44.43,56.3,12.97,79.94,66.13,25.49,63.06,90.65,10.47,16.0,1.52,28.89,113.22,4.07,53.15,28.99,31.17,96.03,93.31,97.68,97.06,155.09,6.0,75.78,6.0,5.32,2.0,26.6,46.6,4.4,10.9,4.94,6.94,56.3,6.69,22.81,66.15,102.65,85.92,2.28,30.36,65.0,0.16,1.85,0.0,53.33,5.04,4.0,20.02,2.2,53.28,0.0,1.0,2.07,1.05,2.0,17.49,8.47
2021,PARA,MEDICILANDIA,3.0,1.72,0.29,8.02,20097,6128.87,Q4,51.8,54.59,599,59.83,51.36,44.2,91.39,24.6,80.86,42.48,45.75,10.91,89.58,59.18,20.69,50.77,99.51,5.82,26.48,0.0,6.33,203.67,4.56,23.23,16.87,29.1,39.55,94.5,92.43,85.74,86.92,6.0,43.25,6.0,14.77,3.4,34.1,46.3,3.95,15.4,10.36,1.01,40.95,11.98,6.33,28.48,107.61,31.65,3.16,3.64,30.41,9.53,129.55,13.04,54.55,1.81,0.0,28.92,27.77,11.81,0.0,1.0,4.7,0.0,1.0,7.37,6.11
2021,PARA,MELGACO,3.0,1.48,0.29,8.87,1107,337.27,Q2,48.94,54.59,729,53.19,51.57,42.06,94.39,12.44,27.08,78.84,31.9,4.05,92.95,77.36,12.06,51.23,100.0,4.97,9.35,0.0,7.23,155.76,5.22,9.26,9.01,17.4,24.12,27.34,28.6,27.37,11.59,4.0,2.41,2.0,0.0,4.0,45.8,61.2,3.4,18.0,0.88,0.25,17.32,8.27,3.62,21.7,25.31,32.55,5.46,29.25,2.52,3.69,13.19,2.29,36.36,0.14,2.0,26.79,50.68,45.79,0.0,1.0,0.0,0.0,1.0,6.65,5.0
2021,PARA,MOCAJUBA,3.1,1.73,0.24,12.22,1625,411.45,Q2,53.11,54.59,489,63.91,48.87,46.56,91.25,37.06,78.25,49.08,46.57,7.9,82.74,58.26,24.73,55.02,90.4,16.1,17.39,3.23,3.21,399.54,6.78,44.91,37.3,27.94,57.67,76.7,90.75,81.1,78.63,6.0,23.55,5.0,10.71,2.1,33.0,59.8,4.0,13.3,3.62,0.68,42.76,5.34,25.69,67.45,67.45,54.6,9.64,0.0,56.35,0.1,30.6,3.93,72.73,0.63,2.0,28.48,5.39,29.35,0.0,1.0,4.46,7.12,2.0,23.35,15.13
2021,PARA,MOJU,4.0,1.21,0.35,8.14,22128,7884.38,Q4,48.96,54.59,728,52.17,50.52,44.17,89.4,20.73,56.47,42.09,47.05,8.23,88.8,58.02,23.31,59.71,87.18,6.47,32.95,1.84,10.96,76.63,4.53,28.7,41.05,3.9,48.9,45.0,63.53,63.69,110.94,6.0,58.47,6.0,16.65,2.5,28.1,59.8,3.9,13.4,3.38,1.17,37.05,10.89,19.49,31.67,41.42,38.98,8.53,0.95,49.49,2.16,80.37,9.02,53.33,3.69,4.0,28.35,21.84,24.67,0.0,1.0,35.3,21.97,2.0,9.66,5.92
2021,PARA,MOJUI DOS CAMPOS,4.7,0.87,0.42,7.23,14996,6398.66,Q4,55.26,54.59,298,67.27,54.06,44.47,91.43,43.87,75.44,58.33,65.74,4.15,89.13,57.21,18.89,59.31,89.52,10.16,20.9,0.0,6.22,298.51,6.1,37.46,0.72,67.52,37.83,70.59,96.59,83.72,23.83,5.0,16.58,4.0,18.65,0.5,24.4,41.4,4.6,5.8,5.99,0.62,13.23,2.22,18.65,43.52,31.09,24.87,12.43,0.0,35.88,5.64,162.28,20.21,36.36,4.39,0.0,18.51,0.0,17.31,0.0,1.0,12.9,8.64,2.0,14.05,9.95
2021,PARA,MONTE ALEGRE,2.9,1.19,0.35,10.38,11899,4286.49,Q4,56.14,54.59,234,67.06,56.38,44.98,92.34,33.78,77.76,64.35,54.5,11.03,78.67,81.34,18.09,50.52,99.26,12.05,17.14,3.45,6.89,95.24,5.33,38.11,5.32,15.71,33.1,76.37,95.8,90.5,16.9,4.0,10.91,4.0,14.36,4.1,26.7,38.2,4.25,10.4,13.11,1.1,47.5,2.62,77.54,55.14,137.85,31.02,5.17,56.42,18.19,2.12,64.33,5.83,33.33,4.5,1.0,25.05,48.27,43.24,0.0,1.0,0.0,0.0,1.0,16.51,11.89
2021,PARA,MUANA,3.2,1.55,0.32,6.31,1723,563.43,Q2,54.14,54.59,405,68.03,52.65,41.72,90.79,19.75,72.82,88.76,47.17,7.82,85.57,70.06,23.16,50.08,89.02,4.64,22.73,5.01,9.91,173.01,4.03,45.2,2.98,44.44,46.09,37.22,96.9,95.33,5.61,2.0,3.3,2.0,1.65,2.2,35.0,57.9,4.05,12.3,3.07,0.69,28.86,16.55,17.35,44.61,128.88,37.18,5.01,0.01,2.75,0.34,2.83,1.76,69.23,0.37,2.0,31.01,71.03,22.73,0.0,1.0,17.69,5.37,2.0,5.65,5.0
2021,PARA,NOVA ESPERANCA DO PIRIA,2.8,2.4,0.33,9.26,4042,1384.92,Q3,47.05,54.59,759,51.83,52.46,36.87,92.3,6.48,66.54,41.99,38.7,6.58,91.36,73.21,20.95,52.95,62.11,11.48,20.17,0.0,4.68,288.18,5.2,3.5,61.72,10.98,59.21,61.33,71.1,71.04,171.9,6.0,81.12,6.0,17.16,4.0,34.7,55.9,3.65,17.8,2.61,0.51,35.26,5.59,9.36,28.08,79.56,18.72,4.68,52.73,57.17,1.03,29.53,5.27,55.56,1.77,2.0,27.67,8.75,47.26,0.0,1.0,187.63,43.34,3.0,16.61,10.81
2021,PARA,NOVA IPIXUNA,3.3,1.22,0.57,7.58,1858,1071.68,Q3,46.26,54.59,764,56.81,45.4,36.56,87.97,5.7,80.65,52.92,35.26,5.86,86.67,53.82,25.07,45.41,64.22,11.56,22.84,6.23,11.99,458.72,6.59,16.35,78.69,62.48,57.6,74.49,92.99,88.72,82.02,6.0,11.99,4.0,19.99,3.7,41.4,58.4,3.8,20.1,0.21,0.33,39.96,2.31,35.98,35.98,83.94,17.99,12.12,0.0,75.23,1.28,39.22,2.55,66.67,2.08,0.0,30.57,69.56,23.58,0.0,1.0,167.44,93.63,3.0,15.35,11.69
2021,PARA,NOVA TIMBOTEUA,2.6,1.04,0.26,8.88,534,144.14,Q1,56.17,54.59,231,68.21,50.52,49.79,93.24,44.71,79.14,55.73,56.32,11.31,80.32,54.12,25.05,65.7,100.0,8.39,7.63,6.57,13.02,0.0,4.4,80.72,45.49,19.07,76.18,76.21,73.39,88.34,17.65,4.0,21.7,5.0,28.21,2.2,28.5,52.0,4.4,7.5,9.86,1.33,51.6,6.15,58.58,91.13,97.64,19.53,6.51,0.0,77.93,0.16,17.47,1.55,66.67,2.06,5.0,23.66,8.86,29.77,0.0,1.0,0.0,0.0,1.0,11.52,8.27
2021,PARA,NOVO PROGRESSO,25.0,0.85,0.8,9.19,44212,35640.32,Q4,51.6,54.59,615,57.57,57.1,40.14,91.54,20.01,88.95,29.76,62.8,18.02,86.1,61.5,28.52,56.39,62.51,13.15,6.84,3.89,19.41,341.88,4.87,39.99,1.86,70.52,87.01,81.24,90.71,94.51,82.82,6.0,97.04,6.0,76.34,1.8,24.7,45.1,5.05,8.5,10.02,3.87,73.1,22.24,27.17,23.29,69.87,42.7,15.53,38.41,18.0,11.02,396.64,104.05,72.73,2.99,1.0,23.76,9.75,24.44,0.0,1.0,183.81,128.0,3.0,17.86,13.08
2021,PARA,NOVO REPARTIMENTO,3.6,1.49,0.49,6.23,36288,18078.98,Q4,49.71,54.59,709,53.84,49.12,46.16,91.12,14.61,67.37,42.27,40.95,9.19,87.45,58.89,25.24,62.25,90.09,7.07,19.28,1.32,13.17,167.64,5.28,9.71,22.32,10.54,51.33,47.67,80.49,80.79,53.05,6.0,40.39,6.0,15.81,5.2,37.2,52.1,3.9,13.8,0.27,0.74,35.11,24.54,25.03,32.93,139.62,14.49,5.27,16.8,54.67,5.49,161.52,7.69,69.23,1.66,4.0,28.5,0.39,14.92,0.0,1.0,7.48,2.95,2.0,9.97,6.81
2021,PARA,OBIDOS,3.7,1.01,0.41,10.62,12333,5240.23,Q4,54.6,54.59,359,63.77,57.05,42.98,92.62,28.88,68.25,65.34,48.54,8.21,83.29,88.15,17.8,60.23,88.38,5.49,13.74,3.2,11.51,131.98,4.37,32.05,1.32,30.55,41.0,63.56,86.97,72.14,19.91,4.0,12.79,4.0,9.59,2.6,29.5,62.3,4.25,12.0,2.8,1.51,46.85,3.37,19.18,63.29,163.03,26.85,7.67,74.81,7.2,4.93,47.99,11.97,46.15,1.72,4.0,28.66,3.27,27.47,0.0,1.0,23.81,25.22,2.0,7.96,5.16
